"id","camp_name","year","location","loc_cow","prim_meth","camp_orgs","camp_orgs_list","div_ethnicity","div_religion","EPR_GROUP","EPR_ID","PARTICIPATION","PRIMARY","CLAIM","SOURCES","NOTES","status","egip_participated","egip_claimed","egip_participated_claimed","statename","egip_groups_count","excl_groups_count","regaut_groups_count","discrim_groups_count","powerless_groups_count","egippop","exclpop","alonerule_groups_count","powershare_groups_count","alonerulepop","powersharepop","IFI","EFI","legippop","lexclpop","discrimpop","ldiscrimpop","powerlesspop","lpowerlesspop"
341,"Al Qaeda in the Arabian Peninsula",2009,"Yemen",679,0,1,"Al-Qaeda in Arabian Peninsula",1,1,"Southern Shafi'i",67807000,1,1,0,"ACD2EPR","","JUNIOR PARTNER",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,"Al Qaeda in the Arabian Peninsula",2009,"Yemen",679,0,1,"Al-Qaeda in Arabian Peninsula",1,1,"Northern Shafi'i",67806000,1,0,0,"ACD2EPR","","JUNIOR PARTNER",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"Pakistani Islamist Insurgency",2007,"Pakistan",770,0,1,"Tehrik-e-Taliban Pakistan (TTP)",0,0,"Pashtuns",77004000,1,1,0,"ACD2EPR; BBC; Wash. Post","The insurgency was committed by the TTP as well as with Al-Qaeda support. However, ACD2EPR did not list an ethnic claim nor did any subsequent research tell me otherwise. As such, rule 2 was followed.","JUNIOR PARTNER",1,0,0,"Pakistan",3,5,0,4,1,0.79,0.195,0,3,0,0.79,0.3425,0.020809,0.802030456852792,0.197969543147208,0.055,0.0558375634517766,0.14,0.142131979695431
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Chechens",36516000,1,1,1,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Avars",36523000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Dargins",36526000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Kabardins",36528000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Ingush",36533000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Kumyks",36534000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Lezgins",36535000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Adyghe",36540000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Balkars",36543000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Circassians",36544000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Karachai",36554000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.","POWERLESS",0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Laks",36559000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.",NA,0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Nogai",36561000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.",NA,0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
343,"Caucasus Emirate",2007,"Russia",365,0,1,"Caucasus Emirate",1,0,"Tabasarans",36565000,1,0,0,"ACD2EPR","This conflict is the Caucus of the Emirates in Russia. It would seem that the Chechens were the leaders and made a specific ethnic claim. While the remaining were involved, the Chechens appeared to be the leaders of the organization and actions. As such, rule 4 was followed.",NA,0,0,0,"Russia (Soviet Union)",1,35,0,3,32,0.798,0.1755,1,0,0.798,0,0.636804,0.00257717,0.806467913087418,0.177362304194037,0.006,0.00606366851945427,0.1695,0.171298635674583
344,"Somali Islamist Insurgency",2006,"Somalia",520,0,1,"Islamic Courts Union",0,0,"Somali",52001000,1,1,0,"ACD2EPR","EPR has Somalia listed as ethnically homogenous. While ACD2EPR has the claim listed as a -1, I cannot seem to find just cause to say otherwise. As such, Rule 1 was followed.","IRRELEVANT",0,0,0,"Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"Naxalite insurgency",1980,"India",750,0,2,"PWG; MCC",1,0,"Other Backward Classes (Castes)",75016000,1,1,0,"ACD2EPR; EPR; Wikipedia; Ploughshare","This conflict speaks to communist maoist insurgents in the area of Eastern India. While it doesn't give a lot of information on ethnic groups, ACD2EPR had a list of two from the CPI that fought in a similar contest and as such I used them as the basis. Neither have an ethnic claim due to the fact that their championing Communism, not ethnic claims.","JUNIOR PARTNER",1,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
347,"Naxalite insurgency",1980,"India",750,0,2,"PWG; MCC",1,0,"Scheduled Castes & Tribes",75021000,1,0,0,"ACD2EPR; EPR; Wikipedia; Ploughshare","This conflict speaks to communist maoist insurgents in the area of Eastern India. While it doesn't give a lot of information on ethnic groups, ACD2EPR had a list of two from the CPI that fought in a similar contest and as such I used them as the basis. Neither have an ethnic claim due to the fact that their championing Communism, not ethnic claims.","JUNIOR PARTNER",1,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
348,"RFDG",2000,"Guinea",438,0,1,"Union of the Democratic Forces of Guinea (RFDG)",0,0,"Peul",43802000,1,1,0,"ACD2EPR; Project Ploughshare; Justice.gov","This was difficult in that this is found in ACD2EPR. However it does not list an ethnic group as the participant. While Divers_Eth coded as 0, Guinea was shown to have two other ethnic groups aside from the Susu joining them. Subsequent research has pointed to an ethnic conflict between the Susu which are in power and the powerless Peul and Malinke. Though none of the two are named. ACD2EPR does not list a claim and I did not find a specific ethnic claim online. As such, I added them both, followed rule 3 and coded them both a 0 for ethnic claims.","POWERLESS",0,0,0,"Guinea",1,2,0,0,2,0.2,0.7,1,0,0.2,0,0.04,0.25,0.222222222222222,0.777777777777778,0,0,0.7,0.777777777777778
348,"RFDG",2000,"Guinea",438,0,1,"Union of the Democratic Forces of Guinea (RFDG)",0,0,"Malinke",43801000,1,0,0,"ACD2EPR; Project Ploughshare; Justice.gov","This was difficult in that this is found in ACD2EPR. However it does not list an ethnic group as the participant. While Divers_Eth coded as 0, Guinea was shown to have two other ethnic groups aside from the Susu joining them. Subsequent research has pointed to an ethnic conflict between the Susu which are in power and the powerless Peul and Malinke. Though none of the two are named. ACD2EPR does not list a claim and I did not find a specific ethnic claim online. As such, I added them both, followed rule 3 and coded them both a 0 for ethnic claims.","POWERLESS",0,0,0,"Guinea",1,2,0,0,2,0.2,0.7,1,0,0.2,0,0.04,0.25,0.222222222222222,0.777777777777778,0,0,0.7,0.777777777777778
349,"Naga Insurgency (Myanmar)",1988,"Myanmar",775,0,1,"NSCN-K",0,0,"Naga",75014000,1,1,1,"ACD2EPR; Wayback Machine Katherine Phillips; Encyclopedia of Scheduled Tribes in India; Routledge Goswami 2014; The Economic Times","This speaks to more general conflicts between Myanmar and the people of Nagaland. This is split between conflict between India and Myanmar. There is an ethnic element to this involving the Naga people  as such rule 2 was followed with an ethnic claim.","POWERLESS",0,0,0,"Myanmar (Burma)",1,11,0,4,2,0.68,0.307,1,0,0.68,0,0.4624,0.015311,0.688956433637285,0.311043566362715,0.074,0.0749746707193516,0.017,0.0172239108409321
351,"Assam Independence Campaign",1985,"India",750,0,2,"ULFA, ABSU",0,0,"Assamese (non-SC/ST/OBCs)",75001000,1,1,1,"ACD2EPR","Both of these events were strange in that it had both groups were involved in each other's conflict. However, it seems that each had separate conflicts for similar goals. As such I scored them both under rule 2 with ethnic claims.","JUNIOR PARTNER",1,1,1,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
352,"Bodoland Independence Campaign",1987,"India",750,0,2,"ABSU, BdSF",0,1,"Bodo",75003000,1,1,1,"ACD2EPR","Both of these events were strange in that it had both groups were involved in each other's conflict. However, it seems that each had separate conflicts for similar goals. As such I scored them both under rule 2 with ethnic claims.","POWERLESS",0,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
354,"Patani insurgency",2004,"Thailand",800,0,0,"0",0,0,"Malay Muslims",80001000,1,1,1,"ACD2EPR","ACD2EPR lists this group as the only ethnic group to have participated. Subsequent research seems to back up this information. As such, rule 2 was followed with an ethnic claim.","DISCRIMINATED",0,0,0,"Thailand",1,3,0,1,2,0.815,0.065,1,0,0.815,0,0.664225,0.002625,0.815,0.065,0.05,0.05,0.015,0.015
355,"Telangana People's Movement",1948,"India",750,0,2,"Andhra Mahasabha, Communist Party of India",0,0,"Telugu (Non SC/ST/OBCs)",75020000,1,1,1,"Wikipedia and findable articles in the references","The Telangana rebellion seems to be a peasant rebellion against the country itself and the people of the region. It does seem to have some form of an ethnic tension to it. As such, rule 2 was followed with an ethnic claim.","JUNIOR PARTNER",1,1,1,"India",14,4,0,0,4,0.9559,0.006,0,14,0,0.9559,0.12975045,1e-05,0.993762345358145,0.00623765464185466,0,0,0.006,0.00623765464185466
356,"Islamic State",2013,"Syria",652,0,2," Islamic State of Iraq and the Levant
 al-Qaeda/ al-Nusra Front/ Khorasan group
 /Hayʼat Tahrir al-Sham

",-99,-99,"Sunni Arabs",65202000,1,1,1,"ACD2EPR","This conflict speaks to the Syrian Insurgency. ACD2EPR lists two ethnic groups as participants. They list Sunni Arabs as fighting under ethnic claims while the Kurds are listed as a -1. I am not entirely sure what they mean by that but subsequent research has pointed to an ethnic claim. Thus they were scored as a one as well and rule 3 was followed.","POWERLESS",0,0,0,"Syria",1,4,0,0,4,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0,0,0.86,0.868686868686869
357,"Somali Civil War",1991,"Somalia",520,0,1,"USC/SNA",0,0,"Somali",52001000,1,1,0,"ACD2EPR","ACD2EPR listed the ethnic claim as a -1, not sure what that meant as it wasn't included in the codebook, it seems that it is an inner-ethnic claim. Nontheless, EPR listed Somalia as ethnically homogenous and as such rule 1 was followed. Though may be something interesting in there.","STATE COLLAPSE",0,0,0,"Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,"Anti-Bozize/Seleka",2003,"Central African Republic",482,0,2,"FDPC, UFR",0,0,"Goula",48205090,1,1,0,"Isaacs-Martin 2016","The FDPC is Goula, with some other militias from northern muslim ethnic groups not included in EPR. Claims do not seem to be explicitly ethnic in this period",NA,0,0,0,"Central African Republic",5,1,0,1,0,0.805,0.04,0,5,0,0.805,0.197625,0.0016,0.952662721893491,0.0473372781065089,0.04,0.0473372781065089,0,0
361,"Anti-balaka",2013,"Central African Republic",482,0,1,"anti-Balaka",1,0,"Sara",48205070,1,1,1,"Isaacs Martin 2016","Comprised of Christian groups of various ethnicities. Anti-Muslim rhetoric and targeting.","JUNIOR PARTNER",1,1,1,"Central African Republic",6,1,0,1,0,0.845,0.008,0,6,0,0.845,0.199225,6.4e-05,0.990621336459555,0.00937866354044548,0.008,0.00937866354044548,0,0
361,"Anti-balaka",2013,"Central African Republic",482,0,1,"anti-Balaka",1,0,"Mbaka",48206040,1,0,1,"Isaacs Martin 2016","Comprised of Christian groups of various ethnicities. Anti-Muslim rhetoric and targeting.","JUNIOR PARTNER",1,1,1,"Central African Republic",6,1,0,1,0,0.845,0.008,0,6,0,0.845,0.199225,6.4e-05,0.990621336459555,0.00937866354044548,0.008,0.00937866354044548,0,0
361,"Anti-balaka",2013,"Central African Republic",482,0,1,"anti-Balaka",1,0,"Yakoma",48206080,1,0,1,"Isaacs Martin 2016","Comprised of Christian groups of various ethnicities. Anti-Muslim rhetoric and targeting.","JUNIOR PARTNER",1,1,1,"Central African Republic",6,1,0,1,0,0.845,0.008,0,6,0,0.845,0.199225,6.4e-05,0.990621336459555,0.00937866354044548,0.008,0.00937866354044548,0,0
362,"Revolucion Libertadora",1955,"Argentina",160,0,0,"No evidence of campaign orgs",0,0,"Whites/mestizos",16001000,1,1,0,"ACD2EPR","ACD2EPR and subsequent research confirms that the belligerents in this case were from the white demographic and non made a specifically ethnic claim in the conflict. As such rule 2 was followed with a ""0"" claim.","MONOPOLY",1,0,0,"Argentina",1,1,0,0,1,0.97,0.015,1,0,0.97,0,0.9409,0.000225,0.984771573604061,0.0152284263959391,0,0,0.015,0.0152284263959391
363,"MDJT",1998,"Chad",483,0,1,"Mouvement pout la democratie et justice au Tchad (MDJT)",0,0,"Toubou",48306000,1,1,0,"ACD2EPR","ACD2EPR and further research point to this group being a Toubou lead organization with not siginificant ethnic membership otherwise. Rule 2 was followed with no ethnic claim.","JUNIOR PARTNER",1,0,0,"Chad",4,2,0,0,2,0.315,0.145,0,4,0,0.315,0.059925,0.019625,0.684782608695652,0.315217391304348,0,0,0.145,0.315217391304348
364,"Laotian Independence Movement",1946,"Laos",812,0,3,"Lao Issara, Viet Minh, Indo-Chinese Communist Party",1,0,"COL",NA,NA,NA,NA,NA,"This is a war for independence and thus outside the scope of this data.",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,"First Pathet Lao",1950,"Laos",812,0,8,"Pathet Lao (Neo Lao Issara) Lao People Liberation Army (LPLA), Association of Free Laos, Association of Itsala Women, Association of Itsala Youth, Association of Meo Guerillas, Viet Minh, Indochinese Communist Party, Vietnamese Workers Party (VWP)",1,0,NA,NA,NA,NA,NA,"EPR","EPR begins in 1953 for Laos",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,"Anjouan Separatist Movement",1997,"Comoros",581,1,0,"no indication of new orgs",0,0,NA,NA,NA,NA,NA,NA,"Not in EPR",NA,0,0,0,"Comoros",3,0,0,0,0,1,0,0,3,0,1,0.453978,0,1,0,0,0,0,0
368,"Punnapra-Vayalar Uprising",1946,"Princely State of Travencore",NA,0,5,"Agriculture labourer's union, coir-factory union, palm-tapper's union, boatmen's union, fishermen's union",0,0,NA,NA,NA,NA,NA,NA,"Not in EPR",NA,0,0,0,"Tibet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"Republic of Western Bosnia",1993,"Bosnia-Herzegovina",346,0,1,"APWB/NOZD/AFWB",-99,-99,"Bosniaks/Muslims",34601000,1,1,0,"ACD2EPR; Radio Free Europe; Peter Radan 2002 Article","Campaign for independent Bosnian state in Western Bosnia","SENIOR PARTNER",1,0,0,"Bosnia-Herzegovina",2,2,0,1,0,0.61,0.323,0,2,0,0.61,0.220898,0.098069,0.653804930332262,0.346195069667738,0.01,0.0107181136120043,0,0
371,"Cambodian Independence Movement",1946,"Cambodia (Kampuchea)",811,0,3,"Khmer Issarak, Viet Minh, Indo Chinese Communist Party",1,0,"COL",NA,NA,NA,NA,NA,"This is outside the scope of this research focusing on a colonialist civil war",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"Second Balochistan Separatist Movement",1962,"Pakistan",770,0,1,"Parari Movement",0,0,"Baluchis",77001000,1,1,1,"The Diplomat; Human Rights Watch; BBC","This speaks to the a separatist movement in the Baloch region perpetrated by Baloch nationalists with the goal of separating from Pakistan. It is ethnically motivated with no other groups involved.","POWERLESS",0,0,0,"Pakistan",4,4,0,2,2,0.372,0.61,0,4,0,0.372,0.092504,0.3043,0.378818737270876,0.621181262729124,0.56,0.570264765784114,0.05,0.0509164969450102
374,"Tripuri nationalists",1989,"India",750,0,1,"National Liberation Front of Tripura (NLFT)",1,0,"Indigenous Tripuri",75007000,1,1,1,"Wikipedia; SATP; Global Security","","POWERLESS",1,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
374,"Tripuri nationalists",1989,"India",750,0,1,"National Liberation Front of Tripura (NLFT)",1,0,"Bengali (non-SC/ST)",75002000,1,0,0,"Wikipedia; SATP; Global Security","","JUNIOR PARTNER",1,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
375,"Fourth Balochistan Separatist Movement",2004,"Pakistan",770,0,1,"Balochistan Republican Army (BRA)",0,0,"Baluchis",77001000,1,1,1,"ACD2EPR","This is in reference to a seperatist movement making an ethnic claim against the state of Pakistan. Subsequent research has not pointed to other involvement. ","DISCRIMINATED",0,0,0,"Pakistan",3,5,0,4,1,0.79,0.195,0,3,0,0.79,0.3425,0.020809,0.802030456852792,0.197969543147208,0.055,0.0558375634517766,0.14,0.142131979695431
376,"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1945,"Estonia",366,0,3,"Eesti Päästekmitee (The Committee to Save Estonia), Noored Kalevlased (Young Kalevians), Eesti Rahva Võitluse Liit (The Estonian National Resistance League), Eesti Vabaduse Eest-EVE (For Estonian Freedom)",0,0,NA,NA,NA,NA,NA,"EPR","EPR does not begin until 1946",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"KDPI (first separatist movement)",1945,"Iran",630,1,1,"KDPI",0,0,NA,NA,NA,NA,NA,"ACD2EPR","EPR does not start until 1946",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,"Manipur Insurgency",1979,"India",750,0,4,"United National Liberation Front (UNLF); People's Liberation Army of Manipur (PLA);People's Revolutionary Party of Kangleipak (PREPAK);Kangleipak Communist Party (KCP);",0,0,"Manipuri",75010000,1,1,1,"CDPS; The Hindu; SATP","A lot of information on this was hard to come by. I relied on Wikipedia to lead me to archieved links that talk about the insurgency. It seems that the only ethnic group involved is the Manipuri with an ethnic claim.","POWERLESS",0,0,0,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
380,"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1945,"Latvia",367,0,2,"Latvian National Partisans Union (LNPA), Latvian Fatherlands Guards Union (LTSpA)",0,0,"Latvians",NA,1,1,1,"EPR","Latvia not yet in EPR",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1945,"Lithuania",368,0,0,"",0,0,"Lithuanians",NA,1,1,1,"EPR","Lithuania not yet in EPR",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"
Peoples Alliance for Freedom and Democracy",1992,"Ethiopia",530,0,1,"Oromo Liberation Front (OLF)",1,1,"Oroma",53006000,1,1,1,"ACD2EPR","ACD2EPR codes as Oroma with ethnic claim","JUNIOR PARTNER",1,1,1,"Ethiopia",3,5,0,3,0,0.6344,0.1526,0,3,0,0.6344,0.16823554,0.0051051,0.806099110546379,0.193900889453621,0.0926,0.117662007623888,0,0
383,"Brunei Revolt",1962,"Brunei",835,0,1,"North Kalimantan Liberation Army",0,0,NA,NA,NA,NA,NA,NA,"Not in EPR",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,"al-Gama'a al-Islamiyya",1992,"Egypt",651,0,1,"al-Gama'a al-Islamiyya",0,0,"Arab Muslims",65101000,1,1,0,"ACD2EPR","This is in reference to the islamist terrorist organization operating in Egypt. There seems to be no other ethnic claims to this conflict. As such, rule 2 was followed.","MONOPOLY",1,0,0,"Egypt",1,1,0,0,1,0.91,0.09,1,0,0.91,0,0.8281,0.0081,0.91,0.09,0,0,0.09,0.09
385,"PJAK",2005,"Iran",630,0,1,"PJAK",1,0,"Kurds",63008000,1,1,1,"ACD2EPR; Jamestown Foundation; Gunter MM","cdivers was scored as a 1. However ACD2EPR only listed Kurds as participants with an ethnic claim. Further research into PJAK indicates membership and assitance given to Azeri and Sunni Arab populations as well. However, Kurdish state and ethnic freedom from are the primary motivators of PJAK. As such, they were given the initiator claim.","DISCRIMINATED",1,0,0,"Iran (Persia)",2,9,0,5,4,0.75,0.1691,0,2,0,0.75,0.3177,0.00818291,0.816015667500816,0.183984332499184,0.1545,0.168099227505168,0.0146,0.0158851049940159
385,"PJAK",2005,"Iran",630,0,1,"PJAK",1,0,"Arabs",63001000,1,0,0,"ACD2EPR; Jamestown Foundation; Gunter MM","cdivers was scored as a 1. However ACD2EPR only listed Kurds as participants with an ethnic claim. Further research into PJAK indicates membership and assitance given to Azeri and Sunni Arab populations as well. However, Kurdish state and ethnic freedom from are the primary motivators of PJAK. As such, they were given the initiator claim.","DISCRIMINATED",1,0,0,"Iran (Persia)",2,9,0,5,4,0.75,0.1691,0,2,0,0.75,0.3177,0.00818291,0.816015667500816,0.183984332499184,0.1545,0.168099227505168,0.0146,0.0158851049940159
385,"PJAK",2005,"Iran",630,0,1,"PJAK",1,0,"Azeri",63004000,1,0,0,"ACD2EPR; Jamestown Foundation; Gunter MM","cdivers was scored as a 1. However ACD2EPR only listed Kurds as participants with an ethnic claim. Further research into PJAK indicates membership and assitance given to Azeri and Sunni Arab populations as well. However, Kurdish state and ethnic freedom from are the primary motivators of PJAK. As such, they were given the initiator claim.","JUNIOR PARTNER",1,0,0,"Iran (Persia)",2,9,0,5,4,0.75,0.1691,0,2,0,0.75,0.3177,0.00818291,0.816015667500816,0.183984332499184,0.1545,0.168099227505168,0.0146,0.0158851049940159
