"","gwid","statename","from","to","group","groupid","gwgroupid","umbrella","size","status","reg_aut"
"3775",771,"Bangladesh",1971,2021,"Biharis (Urdu-Speaker)",4000,77104000,NA,0.002,"DISCRIMINATED","false"
"3776",775,"Myanmar (Burma)",1948,1957,"Bamar (Barman)",1000,77501000,NA,0.68,"SENIOR PARTNER","true"
"3777",775,"Myanmar (Burma)",1948,1957,"Shan",9000,77509000,NA,0.085,"JUNIOR PARTNER","true"
"3778",775,"Myanmar (Burma)",1948,1957,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3779",775,"Myanmar (Burma)",1948,1957,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3780",775,"Myanmar (Burma)",1948,1957,"Zomis (Chins)",11000,77511000,NA,0.021,"DISCRIMINATED","false"
"3781",775,"Myanmar (Burma)",1948,1957,"Buddhist Arakanese",2000,77502000,NA,0.02,"POWERLESS","false"
"3782",775,"Myanmar (Burma)",1948,1957,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3783",775,"Myanmar (Burma)",1948,1957,"Mons",7000,77507000,NA,0.02,"POWERLESS","false"
"3784",775,"Myanmar (Burma)",1948,1957,"Muslim Arakanese",8000,77508000,NA,0.02,"POWERLESS","false"
"3785",775,"Myanmar (Burma)",1948,1957,"Kachins",5000,77505000,NA,0.015,"JUNIOR PARTNER","true"
"3786",775,"Myanmar (Burma)",1948,1957,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3787",775,"Myanmar (Burma)",1948,1957,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3788",775,"Myanmar (Burma)",1958,1958,"Bamar (Barman)",1000,77501000,NA,0.68,"SENIOR PARTNER","true"
"3789",775,"Myanmar (Burma)",1958,1958,"Shan",9000,77509000,NA,0.085,"JUNIOR PARTNER","true"
"3790",775,"Myanmar (Burma)",1958,1958,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3791",775,"Myanmar (Burma)",1958,1958,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3792",775,"Myanmar (Burma)",1958,1958,"Zomis (Chins)",11000,77511000,NA,0.021,"DISCRIMINATED","false"
"3793",775,"Myanmar (Burma)",1958,1958,"Buddhist Arakanese",2000,77502000,NA,0.02,"POWERLESS","false"
"3794",775,"Myanmar (Burma)",1958,1958,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3795",775,"Myanmar (Burma)",1958,1958,"Mons",7000,77507000,NA,0.02,"POWERLESS","false"
"3796",775,"Myanmar (Burma)",1958,1958,"Muslim Arakanese",8000,77508000,NA,0.02,"SELF-EXCLUSION","true"
"3797",775,"Myanmar (Burma)",1958,1958,"Kachins",5000,77505000,NA,0.015,"JUNIOR PARTNER","true"
"3798",775,"Myanmar (Burma)",1958,1958,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3799",775,"Myanmar (Burma)",1958,1958,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3800",775,"Myanmar (Burma)",1959,1959,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3801",775,"Myanmar (Burma)",1959,1959,"Shan",9000,77509000,NA,0.085,"DISCRIMINATED","false"
"3802",775,"Myanmar (Burma)",1959,1959,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3803",775,"Myanmar (Burma)",1959,1959,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3804",775,"Myanmar (Burma)",1959,1959,"Zomis (Chins)",11000,77511000,NA,0.021,"DISCRIMINATED","false"
"3805",775,"Myanmar (Burma)",1959,1959,"Buddhist Arakanese",2000,77502000,NA,0.02,"POWERLESS","false"
"3806",775,"Myanmar (Burma)",1959,1959,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3807",775,"Myanmar (Burma)",1959,1959,"Mons",7000,77507000,NA,0.02,"POWERLESS","false"
"3808",775,"Myanmar (Burma)",1959,1959,"Muslim Arakanese",8000,77508000,NA,0.02,"SELF-EXCLUSION","true"
"3809",775,"Myanmar (Burma)",1959,1959,"Kachins",5000,77505000,NA,0.015,"DISCRIMINATED","false"
"3810",775,"Myanmar (Burma)",1959,1959,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3811",775,"Myanmar (Burma)",1959,1959,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3812",775,"Myanmar (Burma)",1960,1962,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3813",775,"Myanmar (Burma)",1960,1962,"Shan",9000,77509000,NA,0.085,"POWERLESS","false"
"3814",775,"Myanmar (Burma)",1960,1962,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3815",775,"Myanmar (Burma)",1960,1962,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3816",775,"Myanmar (Burma)",1960,1962,"Zomis (Chins)",11000,77511000,NA,0.021,"DISCRIMINATED","false"
"3817",775,"Myanmar (Burma)",1960,1962,"Buddhist Arakanese",2000,77502000,NA,0.02,"SELF-EXCLUSION","true"
"3818",775,"Myanmar (Burma)",1960,1962,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3819",775,"Myanmar (Burma)",1960,1962,"Mons",7000,77507000,NA,0.02,"SELF-EXCLUSION","true"
"3820",775,"Myanmar (Burma)",1960,1962,"Muslim Arakanese",8000,77508000,NA,0.02,"SELF-EXCLUSION","true"
"3821",775,"Myanmar (Burma)",1960,1962,"Kachins",5000,77505000,NA,0.015,"DISCRIMINATED","false"
"3822",775,"Myanmar (Burma)",1960,1962,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3823",775,"Myanmar (Burma)",1960,1962,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3824",775,"Myanmar (Burma)",1963,1982,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3825",775,"Myanmar (Burma)",1963,1982,"Shan",9000,77509000,NA,0.085,"SELF-EXCLUSION","true"
"3826",775,"Myanmar (Burma)",1963,1982,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3827",775,"Myanmar (Burma)",1963,1982,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3828",775,"Myanmar (Burma)",1963,1982,"Zomis (Chins)",11000,77511000,NA,0.021,"SELF-EXCLUSION","true"
"3829",775,"Myanmar (Burma)",1963,1982,"Buddhist Arakanese",2000,77502000,NA,0.02,"SELF-EXCLUSION","true"
"3830",775,"Myanmar (Burma)",1963,1982,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3831",775,"Myanmar (Burma)",1963,1982,"Mons",7000,77507000,NA,0.02,"SELF-EXCLUSION","true"
"3832",775,"Myanmar (Burma)",1963,1982,"Muslim Arakanese",8000,77508000,NA,0.02,"SELF-EXCLUSION","true"
"3833",775,"Myanmar (Burma)",1963,1982,"Kachins",5000,77505000,NA,0.015,"POWERLESS","true"
"3834",775,"Myanmar (Burma)",1963,1982,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3835",775,"Myanmar (Burma)",1963,1982,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3836",775,"Myanmar (Burma)",1983,1989,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3837",775,"Myanmar (Burma)",1983,1989,"Shan",9000,77509000,NA,0.085,"SELF-EXCLUSION","true"
"3838",775,"Myanmar (Burma)",1983,1989,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3839",775,"Myanmar (Burma)",1983,1989,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3840",775,"Myanmar (Burma)",1983,1989,"Zomis (Chins)",11000,77511000,NA,0.021,"SELF-EXCLUSION","true"
"3841",775,"Myanmar (Burma)",1983,1989,"Buddhist Arakanese",2000,77502000,NA,0.02,"SELF-EXCLUSION","true"
"3842",775,"Myanmar (Burma)",1983,1989,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3843",775,"Myanmar (Burma)",1983,1989,"Mons",7000,77507000,NA,0.02,"SELF-EXCLUSION","true"
"3844",775,"Myanmar (Burma)",1983,1989,"Muslim Arakanese",8000,77508000,NA,0.02,"DISCRIMINATED","false"
"3845",775,"Myanmar (Burma)",1983,1989,"Kachins",5000,77505000,NA,0.015,"POWERLESS","true"
"3846",775,"Myanmar (Burma)",1983,1989,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3847",775,"Myanmar (Burma)",1983,1989,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3848",775,"Myanmar (Burma)",1990,2011,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3849",775,"Myanmar (Burma)",1990,2011,"Shan",9000,77509000,NA,0.085,"SELF-EXCLUSION","true"
"3850",775,"Myanmar (Burma)",1990,2011,"Kayin (Karens)",6000,77506000,NA,0.07,"SELF-EXCLUSION","true"
"3851",775,"Myanmar (Burma)",1990,2011,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3852",775,"Myanmar (Burma)",1990,2011,"Zomis (Chins)",11000,77511000,NA,0.021,"SELF-EXCLUSION","true"
"3853",775,"Myanmar (Burma)",1990,2011,"Buddhist Arakanese",2000,77502000,NA,0.02,"SELF-EXCLUSION","true"
"3854",775,"Myanmar (Burma)",1990,2011,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3855",775,"Myanmar (Burma)",1990,2011,"Mons",7000,77507000,NA,0.02,"SELF-EXCLUSION","true"
"3856",775,"Myanmar (Burma)",1990,2011,"Muslim Arakanese",8000,77508000,NA,0.02,"DISCRIMINATED","false"
"3857",775,"Myanmar (Burma)",1990,2011,"Kachins",5000,77505000,NA,0.015,"SELF-EXCLUSION","true"
"3858",775,"Myanmar (Burma)",1990,2011,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3859",775,"Myanmar (Burma)",1990,2011,"Wa",10000,77510000,NA,0.002,"POWERLESS","true"
"3860",775,"Myanmar (Burma)",2012,2017,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3861",775,"Myanmar (Burma)",2012,2017,"Shan",9000,77509000,NA,0.085,"POWERLESS","false"
"3862",775,"Myanmar (Burma)",2012,2017,"Kayin (Karens)",6000,77506000,NA,0.07,"POWERLESS","false"
"3863",775,"Myanmar (Burma)",2012,2017,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3864",775,"Myanmar (Burma)",2012,2017,"Zomis (Chins)",11000,77511000,NA,0.021,"POWERLESS","false"
"3865",775,"Myanmar (Burma)",2012,2017,"Buddhist Arakanese",2000,77502000,NA,0.02,"POWERLESS","false"
"3866",775,"Myanmar (Burma)",2012,2017,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3867",775,"Myanmar (Burma)",2012,2017,"Mons",7000,77507000,NA,0.02,"POWERLESS","false"
"3868",775,"Myanmar (Burma)",2012,2017,"Muslim Arakanese",8000,77508000,NA,0.02,"DISCRIMINATED","false"
"3869",775,"Myanmar (Burma)",2012,2017,"Kachins",5000,77505000,NA,0.015,"POWERLESS","false"
"3870",775,"Myanmar (Burma)",2012,2017,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3871",775,"Myanmar (Burma)",2012,2017,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3872",775,"Myanmar (Burma)",2018,2021,"Bamar (Barman)",1000,77501000,NA,0.68,"DOMINANT",""
"3873",775,"Myanmar (Burma)",2018,2021,"Shan",9000,77509000,NA,0.085,"POWERLESS","false"
"3874",775,"Myanmar (Burma)",2018,2021,"Kayin (Karens)",6000,77506000,NA,0.07,"POWERLESS","false"
"3875",775,"Myanmar (Burma)",2018,2021,"Chinese",3000,77503000,NA,0.03,"DISCRIMINATED","false"
"3876",775,"Myanmar (Burma)",2018,2021,"Zomis (Chins)",11000,77511000,NA,0.021,"POWERLESS","false"
"3877",775,"Myanmar (Burma)",2018,2021,"Buddhist Arakanese",2000,77502000,NA,0.02,"POWERLESS","false"
"3878",775,"Myanmar (Burma)",2018,2021,"Indians",4000,77504000,NA,0.02,"DISCRIMINATED","false"
"3879",775,"Myanmar (Burma)",2018,2021,"Mons",7000,77507000,NA,0.02,"POWERLESS","false"
"3880",775,"Myanmar (Burma)",2018,2021,"Kachins",5000,77505000,NA,0.015,"POWERLESS","false"
"3881",775,"Myanmar (Burma)",2018,2021,"Muslim Arakanese",8000,77508000,NA,0.0065,"DISCRIMINATED","false"
"3882",775,"Myanmar (Burma)",2018,2021,"Karenni (Red Karens)",12000,77512000,NA,0.004,"DISCRIMINATED","false"
"3883",775,"Myanmar (Burma)",2018,2021,"Wa",10000,77510000,NA,0.002,"POWERLESS","false"
"3884",780,"Sri Lanka (Ceylon)",1948,1955,"Sinhalese",3000,78003000,NA,0.7,"DOMINANT",""
"3885",780,"Sri Lanka (Ceylon)",1948,1955,"Indian Tamils",1000,78001000,NA,0.12,"DISCRIMINATED","false"
"3886",780,"Sri Lanka (Ceylon)",1948,1955,"Sri Lankan Tamils",4000,78004000,NA,0.11,"POWERLESS","false"
"3887",780,"Sri Lanka (Ceylon)",1948,1955,"Moors (Muslims)",2000,78002000,NA,0.06,"POWERLESS","false"
"3888",780,"Sri Lanka (Ceylon)",1956,1963,"Sinhalese",3000,78003000,NA,0.7,"DOMINANT",""
"3889",780,"Sri Lanka (Ceylon)",1956,1963,"Indian Tamils",1000,78001000,NA,0.12,"DISCRIMINATED","false"
"3890",780,"Sri Lanka (Ceylon)",1956,1963,"Sri Lankan Tamils",4000,78004000,NA,0.11,"DISCRIMINATED","false"
"3891",780,"Sri Lanka (Ceylon)",1956,1963,"Moors (Muslims)",2000,78002000,NA,0.06,"DISCRIMINATED","false"
"3892",780,"Sri Lanka (Ceylon)",1964,1983,"Sinhalese",3000,78003000,NA,0.7,"DOMINANT",""
"3893",780,"Sri Lanka (Ceylon)",1964,1983,"Indian Tamils",1000,78001000,NA,0.12,"POWERLESS","false"
"3894",780,"Sri Lanka (Ceylon)",1964,1983,"Sri Lankan Tamils",4000,78004000,NA,0.11,"DISCRIMINATED","false"
"3895",780,"Sri Lanka (Ceylon)",1964,1983,"Moors (Muslims)",2000,78002000,NA,0.06,"DISCRIMINATED","false"
"3896",780,"Sri Lanka (Ceylon)",1984,1984,"Sinhalese",3000,78003000,NA,0.74,"DOMINANT",""
"3897",780,"Sri Lanka (Ceylon)",1984,1984,"Sri Lankan Tamils",4000,78004000,NA,0.11,"SELF-EXCLUSION","true"
"3898",780,"Sri Lanka (Ceylon)",1984,1984,"Moors (Muslims)",2000,78002000,NA,0.08,"DISCRIMINATED","false"
"3899",780,"Sri Lanka (Ceylon)",1984,1984,"Indian Tamils",1000,78001000,NA,0.06,"POWERLESS","false"
"3900",780,"Sri Lanka (Ceylon)",1985,1986,"Sinhalese",3000,78003000,NA,0.74,"SENIOR PARTNER","false"
"3901",780,"Sri Lanka (Ceylon)",1985,1986,"Sri Lankan Tamils",4000,78004000,NA,0.11,"SELF-EXCLUSION","true"
"3902",780,"Sri Lanka (Ceylon)",1985,1986,"Moors (Muslims)",2000,78002000,NA,0.08,"DISCRIMINATED","false"
"3903",780,"Sri Lanka (Ceylon)",1985,1986,"Indian Tamils",1000,78001000,NA,0.06,"JUNIOR PARTNER","false"
"3904",780,"Sri Lanka (Ceylon)",1987,1987,"Sinhalese",3000,78003000,NA,0.74,"SENIOR PARTNER","false"
"3905",780,"Sri Lanka (Ceylon)",1987,1987,"Sri Lankan Tamils",4000,78004000,NA,0.1,"POWERLESS","true"
"3906",780,"Sri Lanka (Ceylon)",1987,1987,"Moors (Muslims)",2000,78002000,NA,0.08,"DISCRIMINATED","false"
"3907",780,"Sri Lanka (Ceylon)",1987,1987,"Indian Tamils",1000,78001000,NA,0.06,"JUNIOR PARTNER","false"
"3908",780,"Sri Lanka (Ceylon)",1988,2005,"Sinhalese",3000,78003000,NA,0.74,"SENIOR PARTNER","false"
"3909",780,"Sri Lanka (Ceylon)",1988,2005,"Sri Lankan Tamils",4000,78004000,NA,0.09,"POWERLESS","true"
"3910",780,"Sri Lanka (Ceylon)",1988,2005,"Moors (Muslims)",2000,78002000,NA,0.08,"JUNIOR PARTNER","false"
"3911",780,"Sri Lanka (Ceylon)",1988,2005,"Indian Tamils",1000,78001000,NA,0.06,"JUNIOR PARTNER","false"
"3912",780,"Sri Lanka (Ceylon)",2006,2012,"Sinhalese",3000,78003000,NA,0.74,"DOMINANT","false"
"3913",780,"Sri Lanka (Ceylon)",2006,2012,"Sri Lankan Tamils",4000,78004000,NA,0.09,"DISCRIMINATED","false"
"3914",780,"Sri Lanka (Ceylon)",2006,2012,"Moors (Muslims)",2000,78002000,NA,0.08,"POWERLESS","false"
"3915",780,"Sri Lanka (Ceylon)",2006,2012,"Indian Tamils",1000,78001000,NA,0.06,"POWERLESS","false"
"3916",780,"Sri Lanka (Ceylon)",2013,2021,"Sinhalese",3000,78003000,NA,0.75,"DOMINANT","false"
"3917",780,"Sri Lanka (Ceylon)",2013,2021,"Sri Lankan Tamils",4000,78004000,NA,0.11,"DISCRIMINATED","false"
"3918",780,"Sri Lanka (Ceylon)",2013,2021,"Moors (Muslims)",2000,78002000,NA,0.09,"POWERLESS","false"
"3919",780,"Sri Lanka (Ceylon)",2013,2021,"Indian Tamils",1000,78001000,NA,0.04,"POWERLESS","false"
"3920",781,"Maldives",1965,2021,"Divehis",1000,78101000,NA,0.99,"IRRELEVANT",""
"3921",790,"Nepal",1946,1951,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"MONOPOLY",""
"3922",790,"Nepal",1946,1951,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3923",790,"Nepal",1946,1951,"Dalits",4000,79004000,NA,0.15,"DISCRIMINATED","false"
"3924",790,"Nepal",1946,1951,"Madhesi",5000,79005000,NA,0.12,"POWERLESS","false"
"3925",790,"Nepal",1946,1951,"Newars",3000,79003000,NA,0.06,"POWERLESS","false"
"3926",790,"Nepal",1952,1960,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"SENIOR PARTNER","false"
"3927",790,"Nepal",1952,1960,"Adibasi Janajati",2000,79002000,NA,0.31,"JUNIOR PARTNER","false"
"3928",790,"Nepal",1952,1960,"Dalits",4000,79004000,NA,0.15,"DISCRIMINATED","false"
"3929",790,"Nepal",1952,1960,"Madhesi",5000,79005000,NA,0.12,"JUNIOR PARTNER","false"
"3930",790,"Nepal",1952,1960,"Newars",3000,79003000,NA,0.06,"JUNIOR PARTNER","false"
"3931",790,"Nepal",1961,1963,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"MONOPOLY",""
"3932",790,"Nepal",1961,1963,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3933",790,"Nepal",1961,1963,"Dalits",4000,79004000,NA,0.15,"DISCRIMINATED","false"
"3934",790,"Nepal",1961,1963,"Madhesi",5000,79005000,NA,0.12,"POWERLESS","false"
"3935",790,"Nepal",1961,1963,"Newars",3000,79003000,NA,0.06,"POWERLESS","false"
"3936",790,"Nepal",1964,1990,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"MONOPOLY",""
"3937",790,"Nepal",1964,1990,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3938",790,"Nepal",1964,1990,"Dalits",4000,79004000,NA,0.15,"POWERLESS","false"
"3939",790,"Nepal",1964,1990,"Madhesi",5000,79005000,NA,0.12,"POWERLESS","false"
"3940",790,"Nepal",1964,1990,"Newars",3000,79003000,NA,0.06,"POWERLESS","false"
"3941",790,"Nepal",1991,2002,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"SENIOR PARTNER","false"
"3942",790,"Nepal",1991,2002,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3943",790,"Nepal",1991,2002,"Dalits",4000,79004000,NA,0.15,"POWERLESS","false"
"3944",790,"Nepal",1991,2002,"Madhesi",5000,79005000,NA,0.12,"POWERLESS","false"
"3945",790,"Nepal",1991,2002,"Newars",3000,79003000,NA,0.06,"JUNIOR PARTNER","false"
"3946",790,"Nepal",1991,2002,"Muslims",6000,79006000,NA,0.04,"POWERLESS","false"
"3947",790,"Nepal",2003,2006,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"SENIOR PARTNER","false"
"3948",790,"Nepal",2003,2006,"Adibasi Janajati",2000,79002000,NA,0.31,"JUNIOR PARTNER","false"
"3949",790,"Nepal",2003,2006,"Dalits",4000,79004000,NA,0.15,"JUNIOR PARTNER","false"
"3950",790,"Nepal",2003,2006,"Madhesi",5000,79005000,NA,0.12,"JUNIOR PARTNER","false"
"3951",790,"Nepal",2003,2006,"Newars",3000,79003000,NA,0.06,"JUNIOR PARTNER","false"
"3952",790,"Nepal",2003,2006,"Muslims",6000,79006000,NA,0.04,"POWERLESS","false"
"3953",790,"Nepal",2007,2008,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"SENIOR PARTNER","false"
"3954",790,"Nepal",2007,2008,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3955",790,"Nepal",2007,2008,"Dalits",4000,79004000,NA,0.15,"POWERLESS","false"
"3956",790,"Nepal",2007,2008,"Madhesi",5000,79005000,NA,0.12,"POWERLESS","false"
"3957",790,"Nepal",2007,2008,"Newars",3000,79003000,NA,0.06,"JUNIOR PARTNER","false"
"3958",790,"Nepal",2007,2008,"Muslims",6000,79006000,NA,0.04,"POWERLESS","false"
"3959",790,"Nepal",2009,2021,"Caste Hill Hindu Elite",1000,79001000,NA,0.31,"SENIOR PARTNER","false"
"3960",790,"Nepal",2009,2021,"Adibasi Janajati",2000,79002000,NA,0.31,"POWERLESS","false"
"3961",790,"Nepal",2009,2021,"Dalits",4000,79004000,NA,0.15,"POWERLESS","false"
"3962",790,"Nepal",2009,2021,"Madhesi",5000,79005000,NA,0.12,"JUNIOR PARTNER","false"
"3963",790,"Nepal",2009,2021,"Newars",3000,79003000,NA,0.06,"JUNIOR PARTNER","false"
"3964",790,"Nepal",2009,2021,"Muslims",6000,79006000,NA,0.04,"POWERLESS","false"
"3965",800,"Thailand",1946,1952,"Thai",3000,80003000,NA,0.74,"DOMINANT",""
"3966",800,"Thailand",1946,1952,"Chinese",4000,80004000,NA,0.14,"DISCRIMINATED","false"
"3967",800,"Thailand",1946,1952,"Malay Muslims",1000,80001000,NA,0.035,"DISCRIMINATED","false"
"3968",800,"Thailand",1946,1952,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3969",800,"Thailand",1953,1971,"Thai",3000,80003000,NA,0.74,"DOMINANT",""
"3970",800,"Thailand",1953,1971,"Chinese",4000,80004000,NA,0.14,"POWERLESS","false"
"3971",800,"Thailand",1953,1971,"Malay Muslims",1000,80001000,NA,0.035,"DISCRIMINATED","false"
"3972",800,"Thailand",1953,1971,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3973",800,"Thailand",1972,1976,"Thai",3000,80003000,NA,0.74,"SENIOR PARTNER","false"
"3974",800,"Thailand",1972,1976,"Chinese",4000,80004000,NA,0.14,"JUNIOR PARTNER","false"
"3975",800,"Thailand",1972,1976,"Malay Muslims",1000,80001000,NA,0.035,"DISCRIMINATED","false"
"3976",800,"Thailand",1972,1976,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3977",800,"Thailand",1977,1979,"Thai",3000,80003000,NA,0.74,"DOMINANT",""
"3978",800,"Thailand",1977,1979,"Chinese",4000,80004000,NA,0.14,"IRRELEVANT",""
"3979",800,"Thailand",1977,1979,"Malay Muslims",1000,80001000,NA,0.035,"DISCRIMINATED","false"
"3980",800,"Thailand",1977,1979,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3981",800,"Thailand",1980,1999,"Thai",3000,80003000,NA,0.74,"DOMINANT",""
"3982",800,"Thailand",1980,1999,"Chinese",4000,80004000,NA,0.14,"IRRELEVANT",""
"3983",800,"Thailand",1980,1999,"Malay Muslims",1000,80001000,NA,0.035,"POWERLESS","true"
"3984",800,"Thailand",1980,1999,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3985",800,"Thailand",2000,2001,"Thai",3000,80003000,NA,0.74,"DOMINANT",""
"3986",800,"Thailand",2000,2001,"Chinese",4000,80004000,NA,0.14,"IRRELEVANT",""
"3987",800,"Thailand",2000,2001,"Malay Muslims",1000,80001000,NA,0.035,"POWERLESS","true"
"3988",800,"Thailand",2000,2001,"Hill Tribes",5000,80005000,NA,0.01,"POWERLESS","false"
"3989",800,"Thailand",2000,2001,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3990",800,"Thailand",2002,2021,"Thai",3000,80003000,NA,0.815,"DOMINANT",""
"3991",800,"Thailand",2002,2021,"Chinese",4000,80004000,NA,0.12,"IRRELEVANT",""
"3992",800,"Thailand",2002,2021,"Malay Muslims",1000,80001000,NA,0.05,"DISCRIMINATED","false"
"3993",800,"Thailand",2002,2021,"Hill Tribes",5000,80005000,NA,0.01,"POWERLESS","false"
"3994",800,"Thailand",2002,2021,"Shan",2000,80002000,NA,0.005,"POWERLESS","false"
"3995",811,"Cambodia (Kampuchea)",1953,1970,"Khmer",3000,81103000,NA,0.815,"SENIOR PARTNER","false"
"3996",811,"Cambodia (Kampuchea)",1953,1970,"Chinese",2000,81102000,NA,0.075,"JUNIOR PARTNER","false"
"3997",811,"Cambodia (Kampuchea)",1953,1970,"Vietnamese",4000,81104000,NA,0.05,"POWERLESS","false"
"3998",811,"Cambodia (Kampuchea)",1953,1970,"Cham and Malays",1000,81101000,NA,0.035,"JUNIOR PARTNER","false"
"3999",811,"Cambodia (Kampuchea)",1953,1970,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.015,"DISCRIMINATED","false"
"4000",811,"Cambodia (Kampuchea)",1953,1970,"Thai-Lao",7000,81107000,NA,0.01,"POWERLESS","false"
"4001",811,"Cambodia (Kampuchea)",1971,1975,"Khmer",3000,81103000,NA,0.83,"SENIOR PARTNER","false"
"4002",811,"Cambodia (Kampuchea)",1971,1975,"Chinese",2000,81102000,NA,0.07,"DISCRIMINATED","false"
"4003",811,"Cambodia (Kampuchea)",1971,1975,"Vietnamese",4000,81104000,NA,0.05,"DISCRIMINATED","false"
"4004",811,"Cambodia (Kampuchea)",1971,1975,"Cham and Malays",1000,81101000,NA,0.035,"JUNIOR PARTNER","false"
"4005",811,"Cambodia (Kampuchea)",1971,1975,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.01,"DISCRIMINATED","false"
"4006",811,"Cambodia (Kampuchea)",1971,1975,"Thai-Lao",7000,81107000,NA,0.005,"DISCRIMINATED","false"
"4007",811,"Cambodia (Kampuchea)",1976,1979,"Khmer",3000,81103000,NA,0.925,"MONOPOLY",""
"4008",811,"Cambodia (Kampuchea)",1976,1979,"Cham and Malays",1000,81101000,NA,0.02,"DISCRIMINATED","false"
"4009",811,"Cambodia (Kampuchea)",1976,1979,"Chinese",2000,81102000,NA,0.02,"DISCRIMINATED","false"
"4010",811,"Cambodia (Kampuchea)",1976,1979,"Vietnamese",4000,81104000,NA,0.02,"DISCRIMINATED","false"
"4011",811,"Cambodia (Kampuchea)",1976,1979,"Khmer Loeu (various indigenous minorities)",5000,81105000,NA,0.01,"POWERLESS","false"
"4012",811,"Cambodia (Kampuchea)",1976,1979,"Thai-Lao",7000,81107000,NA,0.005,"DISCRIMINATED","false"
